codigo_cuenta,nombre_cuenta,valor_cuenta,tipo_cuenta,tipo_estado_financiero,nombre_empresa,fecha
1401.07.11,arrendamiento_financiero,745720.133,Activo,bg,banco_santander_peru,2021-08
1401.04,hipotecarios_para_vivienda,0.0,Activo,bg,banco_santander_peru,2021-08
1401.07.26,comercio_exterior,706869.753,Activo,bg,banco_santander_peru,2021-08
1401.07.21,creditos_por_liquidar,0.0,Activo,bg,banco_santander_peru,2021-08
1401.04.99,otros,66093.314,Activo,bg,banco_santander_peru,2021-08
1403,refinanciados_y_reestructurados,28931.153,Activo,bg,banco_santander_peru,2021-08
1404,atrasados,62017.547,Activo,bg,banco_santander_peru,2021-08
1405,vencidos,47338.001,Activo,bg,banco_santander_peru,2021-08
1406,en_cobranza_judicial,14679.546,Activo,bg,banco_santander_peru,2021-08
1409,provisiones,-125171.859,Activo,bg,banco_santander_peru,2021-08
1410,intereses_y_comisiones_no_devengados,-4799.76,Activo,bg,banco_santander_peru,2021-08
15,cuentas_por_cobrar_netas_de_provisiones,532458.772,Activo,bg,banco_santander_peru,2021-08
1508,rendimientos_por_cobrar,44863.993,Activo,bg,banco_santander_peru,2021-08
1508.11,disponible,28.838,Activo,bg,banco_santander_peru,2021-08
1508.12,fondos_interbancarios,3.809,Activo,bg,banco_santander_peru,2021-08
1508.13,inversiones,0.0,Activo,bg,banco_santander_peru,2021-08
1508.14,creditos,44831.345,Activo,bg,banco_santander_peru,2021-08
1508.15,cuentas_por_cobrar,0.0,Activo,bg,banco_santander_peru,2021-08
16,bienes_realizables_recibidos_en_pago_y_adjudicados_netos,0.0,Activo,bg,banco_santander_peru,2021-08
18,inmuebles_mobiliario_y_equipo_neto,9859.835,Activo,bg,banco_santander_peru,2021-08
19,otros_activos,636908.623,Activo,bg,banco_santander_peru,2021-08
1,activo,11168818.02,Activo,bg,banco_santander_peru,2021-08
21,obligaciones_con_el_publico,6625745.545,Pasivo,bg,banco_santander_peru,2021-08
2101,depositos_a_la_vista,1532342.543,Pasivo,bg,banco_santander_peru,2021-08
2102,depositos_de_ahorro,206801.998,Pasivo,bg,banco_santander_peru,2021-08
2103,depositos_a_plazo,4122442.157,Pasivo,bg,banco_santander_peru,2021-08
2103.02,certificados_bancarios_y_de_depositos,0.0,Pasivo,bg,banco_santander_peru,2021-08
2103.03,cuentas_a_plazo,4122442.157,Pasivo,bg,banco_santander_peru,2021-08
2103.05,cts,0.0,Pasivo,bg,banco_santander_peru,2021-08
2103.09,otros,0.0,Pasivo,bg,banco_santander_peru,2021-08
2107,depositos_restringidos,747988.915,Pasivo,bg,banco_santander_peru,2021-08
2108,otras_obligaciones,16169.931,Pasivo,bg,banco_santander_peru,2021-08
2108.01,a_la_vista,16169.931,Pasivo,bg,banco_santander_peru,2021-08
2108.02,relacionadas_con_inversiones,0.0,Pasivo,bg,banco_santander_peru,2021-08
23,depositos_del_sistema_financiero_y_organismos_internacionales,154995.066,Pasivo,bg,banco_santander_peru,2021-08
2301,depositos_a_la_vista,7540.266,Pasivo,bg,banco_santander_peru,2021-08
2302,depositos_de_ahorro,0.0,Pasivo,bg,banco_santander_peru,2021-08
2303,depositos_a_plazo,147454.8,Pasivo,bg,banco_santander_peru,2021-08
22,fondos_interbancarios,155192.0,Pasivo,bg,banco_santander_peru,2021-08
24,adeudos_y_obligaciones_financieras,1383693.17,Pasivo,bg,banco_santander_peru,2021-08
2403,instituciones_del_pais,17792.0,Pasivo,bg,banco_santander_peru,2021-08
2405,instituciones_del_exterior_y_organismos_internacionales,1365901.17,Pasivo,bg,banco_santander_peru,2021-08
2808,obligaciones_en_circulacion_no_subordinadas,303120.0,Pasivo,bg,banco_santander_peru,2021-08
2804,bonos_de_arrendamiento_financiero,85000.0,Pasivo,bg,banco_santander_peru,2021-08
2805,instrumentos_hipotecarios,0.0,Pasivo,bg,banco_santander_peru,2021-08
2807,otros_instrumentos_de_deuda,218120.0,Pasivo,bg,banco_santander_peru,2021-08
25,cuentas_por_pagar,935087.508,Pasivo,bg,banco_santander_peru,2021-08
2001,intereses_y_otros_gastos_por_pagar,18327.512,Pasivo,bg,banco_santander_peru,2021-08
2001.21,obligaciones_con_el_publico,7634.301,Pasivo,bg,banco_santander_peru,2021-08
2001.23,depositos_del_sistema_financiero_y_organismos_internacionales,60.041,Pasivo,bg,banco_santander_peru,2021-08
2001.22,fondos_interbancarios,18.441,Pasivo,bg,banco_santander_peru,2021-08
2001.24,adeudos_y_obligaciones_financieras,7376.306,Pasivo,bg,banco_santander_peru,2021-08
2001.28,obligaciones_en_circulacion_no_subordinadas,2849.277,Pasivo,bg,banco_santander_peru,2021-08
2001.25,cuentas_por_pagar,389.143,Pasivo,bg,banco_santander_peru,2021-08
29,otros_pasivos,589297.66,Pasivo,bg,banco_santander_peru,2021-08
27,provisiones,35887.325,Pasivo,bg,banco_santander_peru,2021-08
2701,creditos_indirectos,23142.978,Pasivo,bg,banco_santander_peru,2021-08
2702,otras_provisiones,12744.346,Pasivo,bg,banco_santander_peru,2021-08
28,obligaciones_en_circulacion_subordinadas,0.0,Pasivo,bg,banco_santander_peru,2021-08
2,pasivo,10201345.79,Pasivo,bg,banco_santander_peru,2021-08
3,patrimonio,967472.23,Patrimonio,bg,banco_santander_peru,2021-08
31,capital_social,649285.382,Patrimonio,bg,banco_santander_peru,2021-08
32,capital_adicional,0.0,Patrimonio,bg,banco_santander_peru,2021-08
33,reservas,231953.371,Patrimonio,bg,banco_santander_peru,2021-08
35,ajustes_al_patrimonio,-6824.931,Patrimonio,bg,banco_santander_peru,2021-08
38,resultados_acumulados,0.0,Patrimonio,bg,banco_santander_peru,2021-08
39,resultado_neto_del_ejercicio,93058.407,Patrimonio,bg,banco_santander_peru,2021-08
3901,total_pasivo_y_patrimonio,11168818.02,Patrimonio,bg,banco_santander_peru,2021-08
7,contingentes,12412215.249,Contingentes,bg,banco_santander_peru,2021-08
7101,avales_cartas_fianza_cartas_de_credito_y_aceptaciones_bancarias,2252570.494,Contingentes,bg,banco_santander_peru,2021-08
7105,lineas_de_credito_no_utilizadas_y_creditos_concedidos_no_desembolsados,29805.78,Contingentes,bg,banco_santander_peru,2021-08
7106,instrumentos_financieros_derivados,10129838.973,Contingentes,bg,banco_santander_peru,2021-08
7110,otras_cuentas_contingentes,0.0,Contingentes,bg,banco_santander_peru,2021-08
11,disponible,219294.727,Activo,bg,banco_ripley,2021-08
1101,caja,48079.485,Activo,bg,banco_ripley,2021-08
1103,bancos_y_corresponsales,170924.478,Activo,bg,banco_ripley,2021-08
1105,canje,0.0,Activo,bg,banco_ripley,2021-08
1109,otros,290.763,Activo,bg,banco_ripley,2021-08
12,fondos_interbancarios,4000.0,Activo,bg,banco_ripley,2021-08
13,inversiones_netas_de_provisiones,324210.653,Activo,bg,banco_ripley,2021-08
1301,inversiones_a_valor_razonable_con_cambios_en_resultados,0.0,Activo,bg,banco_ripley,2021-08
1303,inversiones_disponibles_para_la_venta,323774.351,Activo,bg,banco_ripley,2021-08
1305,inversiones_a_vencimiento,0.0,Activo,bg,banco_ripley,2021-08
17,inversiones_en_subsidiarias_asociadas_y_negocios_conjuntos,436.301,Activo,bg,banco_ripley,2021-08
1306,inversiones_en_commodities,0.0,Activo,bg,banco_ripley,2021-08
1309,provisiones,0.0,Activo,bg,banco_ripley,2021-08
14,creditos_netos_de_provisiones_y_de_ingresos_no_devengados,1148924.574,Activo,bg,banco_ripley,2021-08
1401,vigentes,1171813.454,Activo,bg,banco_ripley,2021-08
1401.07.01,cuentas_corrientes,0.0,Activo,bg,banco_ripley,2021-08
1401.07.02,tarjetas_de_credito,550256.292,Activo,bg,banco_ripley,2021-08
1401.07.05,descuentos,0.0,Activo,bg,banco_ripley,2021-08
1401.07.10,factoring,0.0,Activo,bg,banco_ripley,2021-08
1401.07.06,prestamos,621557.162,Activo,bg,banco_ripley,2021-08
1401.07.11,arrendamiento_financiero,0.0,Activo,bg,banco_ripley,2021-08
1401.04,hipotecarios_para_vivienda,0.0,Activo,bg,banco_ripley,2021-08
1401.07.26,comercio_exterior,0.0,Activo,bg,banco_ripley,2021-08
1401.07.21,creditos_por_liquidar,0.0,Activo,bg,banco_ripley,2021-08
1401.04.99,otros,0.0,Activo,bg,banco_ripley,2021-08
1403,refinanciados_y_reestructurados,53256.414,Activo,bg,banco_ripley,2021-08
1404,atrasados,41998.621,Activo,bg,banco_ripley,2021-08
1405,vencidos,41998.621,Activo,bg,banco_ripley,2021-08
1406,en_cobranza_judicial,0.0,Activo,bg,banco_ripley,2021-08
1409,provisiones,-116093.291,Activo,bg,banco_ripley,2021-08
1410,intereses_y_comisiones_no_devengados,-2050.624,Activo,bg,banco_ripley,2021-08
15,cuentas_por_cobrar_netas_de_provisiones,17037.132,Activo,bg,banco_ripley,2021-08
1508,rendimientos_por_cobrar,17119.081,Activo,bg,banco_ripley,2021-08
1508.11,disponible,13.713,Activo,bg,banco_ripley,2021-08
1508.12,fondos_interbancarios,0.055,Activo,bg,banco_ripley,2021-08
1508.13,inversiones,0.0,Activo,bg,banco_ripley,2021-08
1508.14,creditos,17105.311,Activo,bg,banco_ripley,2021-08
1508.15,cuentas_por_cobrar,0.0,Activo,bg,banco_ripley,2021-08
16,bienes_realizables_recibidos_en_pago_y_adjudicados_netos,0.0,Activo,bg,banco_ripley,2021-08
18,inmuebles_mobiliario_y_equipo_neto,11606.248,Activo,bg,banco_ripley,2021-08
19,otros_activos,153313.275,Activo,bg,banco_ripley,2021-08
1,activo,1895505.693,Activo,bg,banco_ripley,2021-08
21,obligaciones_con_el_publico,1230398.708,Pasivo,bg,banco_ripley,2021-08
2101,depositos_a_la_vista,0.0,Pasivo,bg,banco_ripley,2021-08
2102,depositos_de_ahorro,139539.382,Pasivo,bg,banco_ripley,2021-08
2103,depositos_a_plazo,1073556.138,Pasivo,bg,banco_ripley,2021-08
2103.02,certificados_bancarios_y_de_depositos,455906.759,Pasivo,bg,banco_ripley,2021-08
2103.03,cuentas_a_plazo,342479.978,Pasivo,bg,banco_ripley,2021-08
2103.05,cts,275169.4,Pasivo,bg,banco_ripley,2021-08
2103.09,otros,0.0,Pasivo,bg,banco_ripley,2021-08
2107,depositos_restringidos,692.832,Pasivo,bg,banco_ripley,2021-08
2108,otras_obligaciones,16610.354,Pasivo,bg,banco_ripley,2021-08
2108.01,a_la_vista,16610.354,Pasivo,bg,banco_ripley,2021-08
2108.02,relacionadas_con_inversiones,0.0,Pasivo,bg,banco_ripley,2021-08
23,depositos_del_sistema_financiero_y_organismos_internacionales,31006.245,Pasivo,bg,banco_ripley,2021-08
2301,depositos_a_la_vista,0.0,Pasivo,bg,banco_ripley,2021-08
2302,depositos_de_ahorro,0.0,Pasivo,bg,banco_ripley,2021-08
2303,depositos_a_plazo,31006.245,Pasivo,bg,banco_ripley,2021-08
22,fondos_interbancarios,0.0,Pasivo,bg,banco_ripley,2021-08
24,adeudos_y_obligaciones_financieras,4417.46,Pasivo,bg,banco_ripley,2021-08
2403,instituciones_del_pais,4417.46,Pasivo,bg,banco_ripley,2021-08
2405,instituciones_del_exterior_y_organismos_internacionales,0.0,Pasivo,bg,banco_ripley,2021-08
2808,obligaciones_en_circulacion_no_subordinadas,152440.0,Pasivo,bg,banco_ripley,2021-08
2804,bonos_de_arrendamiento_financiero,0.0,Pasivo,bg,banco_ripley,2021-08
2805,instrumentos_hipotecarios,0.0,Pasivo,bg,banco_ripley,2021-08
2807,otros_instrumentos_de_deuda,152440.0,Pasivo,bg,banco_ripley,2021-08
25,cuentas_por_pagar,60629.077,Pasivo,bg,banco_ripley,2021-08
2001,intereses_y_otros_gastos_por_pagar,16727.577,Pasivo,bg,banco_ripley,2021-08
2001.21,obligaciones_con_el_publico,16476.07,Pasivo,bg,banco_ripley,2021-08
2001.23,depositos_del_sistema_financiero_y_organismos_internacionales,25.969,Pasivo,bg,banco_ripley,2021-08
2001.22,fondos_interbancarios,0.0,Pasivo,bg,banco_ripley,2021-08
2001.24,adeudos_y_obligaciones_financieras,99.908,Pasivo,bg,banco_ripley,2021-08
2001.28,obligaciones_en_circulacion_no_subordinadas,125.628,Pasivo,bg,banco_ripley,2021-08
2001.25,cuentas_por_pagar,0.0,Pasivo,bg,banco_ripley,2021-08
29,otros_pasivos,26313.544,Pasivo,bg,banco_ripley,2021-08
27,provisiones,7519.495,Pasivo,bg,banco_ripley,2021-08
2701,creditos_indirectos,0.0,Pasivo,bg,banco_ripley,2021-08
2702,otras_provisiones,7519.495,Pasivo,bg,banco_ripley,2021-08
28,obligaciones_en_circulacion_subordinadas,0.0,Pasivo,bg,banco_ripley,2021-08
2,pasivo,1529452.109,Pasivo,bg,banco_ripley,2021-08
3,patrimonio,366053.584,Patrimonio,bg,banco_ripley,2021-08
31,capital_social,324168.807,Patrimonio,bg,banco_ripley,2021-08
32,capital_adicional,44444.446,Patrimonio,bg,banco_ripley,2021-08
33,reservas,129205.829,Patrimonio,bg,banco_ripley,2021-08
35,ajustes_al_patrimonio,-129.189,Patrimonio,bg,banco_ripley,2021-08
38,resultados_acumulados,-108973.97,Patrimonio,bg,banco_ripley,2021-08
39,resultado_neto_del_ejercicio,-22662.338,Patrimonio,bg,banco_ripley,2021-08
3901,total_pasivo_y_patrimonio,1895505.693,Patrimonio,bg,banco_ripley,2021-08
7,contingentes,4653294.869,Contingentes,bg,banco_ripley,2021-08
7101,avales_cartas_fianza_cartas_de_credito_y_aceptaciones_bancarias,0.0,Contingentes,bg,banco_ripley,2021-08
7105,lineas_de_credito_no_utilizadas_y_creditos_concedidos_no_desembolsados,4653294.869,Contingentes,bg,banco_ripley,2021-08
7106,instrumentos_financieros_derivados,0.0,Contingentes,bg,banco_ripley,2021-08
7110,otras_cuentas_contingentes,0.0,Contingentes,bg,banco_ripley,2021-08
11,disponible,158404.767,Activo,bg,banco_azteca_peru,2021-08
1101,caja,32569.143,Activo,bg,banco_azteca_peru,2021-08
1103,bancos_y_corresponsales,115169.603,Activo,bg,banco_azteca_peru,2021-08
1105,canje,583.071,Activo,bg,banco_azteca_peru,2021-08
1109,otros,10082.947,Activo,bg,banco_azteca_peru,2021-08
12,fondos_interbancarios,0.0,Activo,bg,banco_azteca_peru,2021-08
13,inversiones_netas_de_provisiones,1552.535,Activo,bg,banco_azteca_peru,2021-08
1301,inversiones_a_valor_razonable_con_cambios_en_resultados,0.0,Activo,bg,banco_azteca_peru,2021-08
1303,inversiones_disponibles_para_la_venta,0.0,Activo,bg,banco_azteca_peru,2021-08
1305,inversiones_a_vencimiento,0.0,Activo,bg,banco_azteca_peru,2021-08
17,inversiones_en_subsidiarias_asociadas_y_negocios_conjuntos,1552.535,Activo,bg,banco_azteca_peru,2021-08
1306,inversiones_en_commodities,0.0,Activo,bg,banco_azteca_peru,2021-08
1309,provisiones,0.0,Activo,bg,banco_azteca_peru,2021-08
14,creditos_netos_de_provisiones_y_de_ingresos_no_devengados,235262.898,Activo,bg,banco_azteca_peru,2021-08
1401,vigentes,222959.003,Activo,bg,banco_azteca_peru,2021-08
1401.07.01,cuentas_corrientes,0.0,Activo,bg,banco_azteca_peru,2021-08
1401.07.02,tarjetas_de_credito,17.756,Activo,bg,banco_azteca_peru,2021-08
1401.07.05,descuentos,0.0,Activo,bg,banco_azteca_peru,2021-08
1401.07.10,factoring,0.0,Activo,bg,banco_azteca_peru,2021-08
1401.07.06,prestamos,222941.247,Activo,bg,banco_azteca_peru,2021-08
1401.07.11,arrendamiento_financiero,0.0,Activo,bg,banco_azteca_peru,2021-08
1401.04,hipotecarios_para_vivienda,0.0,Activo,bg,banco_azteca_peru,2021-08
1401.07.26,comercio_exterior,0.0,Activo,bg,banco_azteca_peru,2021-08
1401.07.21,creditos_por_liquidar,0.0,Activo,bg,banco_azteca_peru,2021-08
1401.04.99,otros,0.0,Activo,bg,banco_azteca_peru,2021-08
1403,refinanciados_y_reestructurados,65825.446,Activo,bg,banco_azteca_peru,2021-08
1404,atrasados,24628.448,Activo,bg,banco_azteca_peru,2021-08
1405,vencidos,24628.448,Activo,bg,banco_azteca_peru,2021-08
1406,en_cobranza_judicial,0.0,Activo,bg,banco_azteca_peru,2021-08
1409,provisiones,-64657.964,Activo,bg,banco_azteca_peru,2021-08
1410,intereses_y_comisiones_no_devengados,-13492.036,Activo,bg,banco_azteca_peru,2021-08
15,cuentas_por_cobrar_netas_de_provisiones,9157.403,Activo,bg,banco_azteca_peru,2021-08
1508,rendimientos_por_cobrar,15927.368,Activo,bg,banco_azteca_peru,2021-08
1508.11,disponible,5.181,Activo,bg,banco_azteca_peru,2021-08
1508.12,fondos_interbancarios,0.0,Activo,bg,banco_azteca_peru,2021-08
1508.13,inversiones,0.0,Activo,bg,banco_azteca_peru,2021-08
1508.14,creditos,15922.186,Activo,bg,banco_azteca_peru,2021-08
1508.15,cuentas_por_cobrar,0.0,Activo,bg,banco_azteca_peru,2021-08
16,bienes_realizables_recibidos_en_pago_y_adjudicados_netos,0.0,Activo,bg,banco_azteca_peru,2021-08
18,inmuebles_mobiliario_y_equipo_neto,34271.513,Activo,bg,banco_azteca_peru,2021-08
19,otros_activos,129905.332,Activo,bg,banco_azteca_peru,2021-08
1,activo,584481.818,Activo,bg,banco_azteca_peru,2021-08
21,obligaciones_con_el_publico,489525.494,Pasivo,bg,banco_azteca_peru,2021-08
2101,depositos_a_la_vista,1549.032,Pasivo,bg,banco_azteca_peru,2021-08
2102,depositos_de_ahorro,68233.366,Pasivo,bg,banco_azteca_peru,2021-08
2103,depositos_a_plazo,408545.065,Pasivo,bg,banco_azteca_peru,2021-08
2103.02,certificados_bancarios_y_de_depositos,0.0,Pasivo,bg,banco_azteca_peru,2021-08
2103.03,cuentas_a_plazo,400698.493,Pasivo,bg,banco_azteca_peru,2021-08
2103.05,cts,7846.571,Pasivo,bg,banco_azteca_peru,2021-08
2103.09,otros,0.0,Pasivo,bg,banco_azteca_peru,2021-08
2107,depositos_restringidos,4009.625,Pasivo,bg,banco_azteca_peru,2021-08
2108,otras_obligaciones,7188.404,Pasivo,bg,banco_azteca_peru,2021-08
2108.01,a_la_vista,7188.404,Pasivo,bg,banco_azteca_peru,2021-08
2108.02,relacionadas_con_inversiones,0.0,Pasivo,bg,banco_azteca_peru,2021-08
23,depositos_del_sistema_financiero_y_organismos_internacionales,0.0,Pasivo,bg,banco_azteca_peru,2021-08
2301,depositos_a_la_vista,0.0,Pasivo,bg,banco_azteca_peru,2021-08
2302,depositos_de_ahorro,0.0,Pasivo,bg,banco_azteca_peru,2021-08
2303,depositos_a_plazo,0.0,Pasivo,bg,banco_azteca_peru,2021-08
22,fondos_interbancarios,0.0,Pasivo,bg,banco_azteca_peru,2021-08
24,adeudos_y_obligaciones_financieras,0.0,Pasivo,bg,banco_azteca_peru,2021-08
2403,instituciones_del_pais,0.0,Pasivo,bg,banco_azteca_peru,2021-08
2405,instituciones_del_exterior_y_organismos_internacionales,28089.62,Pasivo,bg,banco_azteca_peru,2021-08
2808,obligaciones_en_circulacion_no_subordinadas,28089.62,Pasivo,bg,banco_azteca_peru,2021-08
2804,bonos_de_arrendamiento_financiero,0.0,Pasivo,bg,banco_azteca_peru,2021-08
2805,instrumentos_hipotecarios,0.0,Pasivo,bg,banco_azteca_peru,2021-08
2807,otros_instrumentos_de_deuda,0.0,Pasivo,bg,banco_azteca_peru,2021-08
25,cuentas_por_pagar,0.0,Pasivo,bg,banco_azteca_peru,2021-08
2001,intereses_y_otros_gastos_por_pagar,0.0,Pasivo,bg,banco_azteca_peru,2021-08
2001.21,obligaciones_con_el_publico,14954.922,Pasivo,bg,banco_azteca_peru,2021-08
2001.23,depositos_del_sistema_financiero_y_organismos_internacionales,11506.466,Pasivo,bg,banco_azteca_peru,2021-08
2001.22,fondos_interbancarios,11420.45,Pasivo,bg,banco_azteca_peru,2021-08
2001.24,adeudos_y_obligaciones_financieras,0.0,Pasivo,bg,banco_azteca_peru,2021-08
2001.28,obligaciones_en_circulacion_no_subordinadas,0.0,Pasivo,bg,banco_azteca_peru,2021-08
2001.25,cuentas_por_pagar,86.015,Pasivo,bg,banco_azteca_peru,2021-08
29,otros_pasivos,0.0,Pasivo,bg,banco_azteca_peru,2021-08
27,provisiones,0.0,Pasivo,bg,banco_azteca_peru,2021-08
2701,creditos_indirectos,688.654,Pasivo,bg,banco_azteca_peru,2021-08
2702,otras_provisiones,12598.136,Pasivo,bg,banco_azteca_peru,2021-08
28,obligaciones_en_circulacion_subordinadas,124.492,Pasivo,bg,banco_azteca_peru,2021-08
2,pasivo,12473.644,Pasivo,bg,banco_azteca_peru,2021-08
3,patrimonio,0.0,Patrimonio,bg,banco_azteca_peru,2021-08
31,capital_social,557363.294,Patrimonio,bg,banco_azteca_peru,2021-08
32,capital_adicional,27118.524,Patrimonio,bg,banco_azteca_peru,2021-08
33,reservas,162151.8,Patrimonio,bg,banco_azteca_peru,2021-08
35,ajustes_al_patrimonio,-14960.303,Patrimonio,bg,banco_azteca_peru,2021-08
38,resultados_acumulados,21145.615,Patrimonio,bg,banco_azteca_peru,2021-08
39,resultado_neto_del_ejercicio,0.0,Patrimonio,bg,banco_azteca_peru,2021-08
3901,total_pasivo_y_patrimonio,-62287.69,Patrimonio,bg,banco_azteca_peru,2021-08
7,contingentes,-78930.897,Contingentes,bg,banco_azteca_peru,2021-08
7101,avales_cartas_fianza_cartas_de_credito_y_aceptaciones_bancarias,584481.818,Contingentes,bg,banco_azteca_peru,2021-08
7105,lineas_de_credito_no_utilizadas_y_creditos_concedidos_no_desembolsados,99562.096,Contingentes,bg,banco_azteca_peru,2021-08
7106,instrumentos_financieros_derivados,3565.657,Contingentes,bg,banco_azteca_peru,2021-08
7110,otras_cuentas_contingentes,95996.438,Contingentes,bg,banco_azteca_peru,2021-08
11,disponible,3743918.412,Activo,bg,banco_icbc,2021-08
1101,caja,0.0,Activo,bg,banco_icbc,2021-08
1103,bancos_y_corresponsales,3743915.158,Activo,bg,banco_icbc,2021-08
1105,canje,0.0,Activo,bg,banco_icbc,2021-08
1109,otros,3.254,Activo,bg,banco_icbc,2021-08
12,fondos_interbancarios,0.0,Activo,bg,banco_icbc,2021-08
13,inversiones_netas_de_provisiones,177515.666,Activo,bg,banco_icbc,2021-08
1301,inversiones_a_valor_razonable_con_cambios_en_resultados,0.0,Activo,bg,banco_icbc,2021-08
1303,inversiones_disponibles_para_la_venta,149937.359,Activo,bg,banco_icbc,2021-08
1305,inversiones_a_vencimiento,27578.307,Activo,bg,banco_icbc,2021-08
17,inversiones_en_subsidiarias_asociadas_y_negocios_conjuntos,0.0,Activo,bg,banco_icbc,2021-08
1306,inversiones_en_commodities,0.0,Activo,bg,banco_icbc,2021-08
1309,provisiones,0.0,Activo,bg,banco_icbc,2021-08
14,creditos_netos_de_provisiones_y_de_ingresos_no_devengados,965857.071,Activo,bg,banco_icbc,2021-08
1401,vigentes,975342.809,Activo,bg,banco_icbc,2021-08
1401.07.01,cuentas_corrientes,0.0,Activo,bg,banco_icbc,2021-08
1401.07.02,tarjetas_de_credito,0.0,Activo,bg,banco_icbc,2021-08
1401.07.05,descuentos,0.0,Activo,bg,banco_icbc,2021-08
1401.07.10,factoring,0.0,Activo,bg,banco_icbc,2021-08
1401.07.06,prestamos,705539.368,Activo,bg,banco_icbc,2021-08
1401.07.11,arrendamiento_financiero,119085.543,Activo,bg,banco_icbc,2021-08
1401.04,hipotecarios_para_vivienda,0.0,Activo,bg,banco_icbc,2021-08
1401.07.26,comercio_exterior,27850.838,Activo,bg,banco_icbc,2021-08
1401.07.21,creditos_por_liquidar,0.0,Activo,bg,banco_icbc,2021-08
1401.04.99,otros,122867.059,Activo,bg,banco_icbc,2021-08
1403,refinanciados_y_reestructurados,0.0,Activo,bg,banco_icbc,2021-08
1404,atrasados,0.0,Activo,bg,banco_icbc,2021-08
1405,vencidos,0.0,Activo,bg,banco_icbc,2021-08
1406,en_cobranza_judicial,0.0,Activo,bg,banco_icbc,2021-08
1409,provisiones,-8912.345,Activo,bg,banco_icbc,2021-08
1410,intereses_y_comisiones_no_devengados,-573.392,Activo,bg,banco_icbc,2021-08
15,cuentas_por_cobrar_netas_de_provisiones,3445.608,Activo,bg,banco_icbc,2021-08
1508,rendimientos_por_cobrar,3483.778,Activo,bg,banco_icbc,2021-08
1508.11,disponible,110.155,Activo,bg,banco_icbc,2021-08
1508.12,fondos_interbancarios,0.0,Activo,bg,banco_icbc,2021-08
1508.13,inversiones,0.0,Activo,bg,banco_icbc,2021-08
1508.14,creditos,3373.623,Activo,bg,banco_icbc,2021-08
1508.15,cuentas_por_cobrar,0.0,Activo,bg,banco_icbc,2021-08
16,bienes_realizables_recibidos_en_pago_y_adjudicados_netos,21054.849,Activo,bg,banco_icbc,2021-08
18,inmuebles_mobiliario_y_equipo_neto,2766.08,Activo,bg,banco_icbc,2021-08
19,otros_activos,30315.253,Activo,bg,banco_icbc,2021-08
1,activo,4948356.721,Activo,bg,banco_icbc,2021-08
21,obligaciones_con_el_publico,4415290.157,Pasivo,bg,banco_icbc,2021-08
2101,depositos_a_la_vista,1075176.771,Pasivo,bg,banco_icbc,2021-08
2102,depositos_de_ahorro,0.0,Pasivo,bg,banco_icbc,2021-08
2103,depositos_a_plazo,3298706.361,Pasivo,bg,banco_icbc,2021-08
2103.02,certificados_bancarios_y_de_depositos,0.0,Pasivo,bg,banco_icbc,2021-08
2103.03,cuentas_a_plazo,3298706.361,Pasivo,bg,banco_icbc,2021-08
2103.05,cts,0.0,Pasivo,bg,banco_icbc,2021-08
2103.09,otros,0.0,Pasivo,bg,banco_icbc,2021-08
2107,depositos_restringidos,41407.024,Pasivo,bg,banco_icbc,2021-08
2108,otras_obligaciones,0.0,Pasivo,bg,banco_icbc,2021-08
2108.01,a_la_vista,0.0,Pasivo,bg,banco_icbc,2021-08
2108.02,relacionadas_con_inversiones,0.0,Pasivo,bg,banco_icbc,2021-08
23,depositos_del_sistema_financiero_y_organismos_internacionales,10000.0,Pasivo,bg,banco_icbc,2021-08
2301,depositos_a_la_vista,0.0,Pasivo,bg,banco_icbc,2021-08
2302,depositos_de_ahorro,0.0,Pasivo,bg,banco_icbc,2021-08
2303,depositos_a_plazo,10000.0,Pasivo,bg,banco_icbc,2021-08
22,fondos_interbancarios,0.0,Pasivo,bg,banco_icbc,2021-08
24,adeudos_y_obligaciones_financieras,0.0,Pasivo,bg,banco_icbc,2021-08
2403,instituciones_del_pais,0.0,Pasivo,bg,banco_icbc,2021-08
2405,instituciones_del_exterior_y_organismos_internacionales,0.0,Pasivo,bg,banco_icbc,2021-08
2808,obligaciones_en_circulacion_no_subordinadas,0.0,Pasivo,bg,banco_icbc,2021-08
2804,bonos_de_arrendamiento_financiero,0.0,Pasivo,bg,banco_icbc,2021-08
2805,instrumentos_hipotecarios,0.0,Pasivo,bg,banco_icbc,2021-08
2807,otros_instrumentos_de_deuda,0.0,Pasivo,bg,banco_icbc,2021-08
25,cuentas_por_pagar,0.0,Pasivo,bg,banco_icbc,2021-08
2001,intereses_y_otros_gastos_por_pagar,0.0,Pasivo,bg,banco_icbc,2021-08
2001.21,obligaciones_con_el_publico,3485.911,Pasivo,bg,banco_icbc,2021-08
2001.23,depositos_del_sistema_financiero_y_organismos_internacionales,389.562,Pasivo,bg,banco_icbc,2021-08
2001.22,fondos_interbancarios,388.187,Pasivo,bg,banco_icbc,2021-08
2001.24,adeudos_y_obligaciones_financieras,1.374,Pasivo,bg,banco_icbc,2021-08
2001.28,obligaciones_en_circulacion_no_subordinadas,0.0,Pasivo,bg,banco_icbc,2021-08
2001.25,cuentas_por_pagar,0.0,Pasivo,bg,banco_icbc,2021-08
29,otros_pasivos,0.0,Pasivo,bg,banco_icbc,2021-08
27,provisiones,0.0,Pasivo,bg,banco_icbc,2021-08
