nombre_colegio,departamento,total_postulantes,total_ingresantes
I.E.P. JESÚS OBRERO,LIMA,1,0
LICEO NAVAL JUAN FANNING GARCÍA,LIMA,1,0
JOSÉ CARLOS MAREATEGÜI LA CHIRA,APURIMAC,1,0
FE Y ALEGRÍA,CALLAO,1,0
COLEGIO VIRGEN DE LA ASUNCIÓN,LIMA,1,0
INSTITUCION EDUCATIVA MARISCAL CASTILLA,JUNIN,1,0
IEP VIRGEN DE FATIMA,LIMA,1,1
IEE DANIEL ALCIDES CARRIÓN,PASCO,1,0
I.E.P LICEO SANTO DOMINGO,LIMA,1,1
IEP SANTO DOMINGO EL PREDICADOR,LIMA,1,1
CONTRAALMIRANTE CARLOS TELLO ALIAGA,LIMA,1,0
JOAQUIN CAPELO,JUNIN,1,0
PERUANO DE CIENCIAS,LIMA,1,0
JOSE ABELARDO QUIÑONEZ GONZALES,LIMA,1,0
IE N°0751 JAIME HORACIO ROJAS CHÁVEZ,SAN MARTIN,1,0
SAN JUAN BOSCO EIRL,ANCASH,1,0
IEE CÉSAR ABRAHAM VALLEJO MENDOZA,LA LIBERTAD,1,0
SKHOLE PAIDEA DE LOS OLIVOS,LIMA,1,0
INGENIEROS UNI SANTA ANITA,LIMA,1,1
0215814,CALLAO,1,0
I.E PALMAS REALES,LIMA,1,0
HUMTEC,LIMA,1,0
MI HOGAR Y ESCUELA - MY HOME AND SCHOOL,LIMA,1,0
COLEGIO LIIP EL AMAUTA,PASCO,1,0
I.E. 7073 SANTA ROSA DE LIMA,LIMA,1,0
I.E.P HORIZONTE,JUNIN,1,0
NUESTRA SEÑORA DE LAS MERCEDES,UCAYALI,1,0
TRILCE DE LOS OLIVOS,LIMA,1,0
I.E. SANTA ROSA DE LIMA,LIMA,1,0
I.E.P. SAN IGNACIO DE LOYOLA,LIMA,1,1
DIEZ DE OCTUBRE,LIMA,1,0
COAR ICA,ICA,1,1
I.E.P SAN JUAN BOSCO,LIMA,1,0
COLEGIO SAN JOSÉ HERMANOS MARISTAS DEL CALLAO,CALLAO,1,1
FRANCISCA DIEZ CANSECO CASTILLA,HUANCAVELICA,1,0
NUESTRA SEÑORA DE ALTA GRACIA,PUNO,1,0
I.E. INMACULADA CONCEPCION,TUMBES,1,0
MONITOR HUÁSCAR 131,LIMA,1,1
ROSA DOMINGA PÉREZ LIENDO,LIMA,1,0
INGENIERIA OQUENDO,CALLAO,1,0
COLEGIO DE ALTO RENDIMIENTO DE AYACUCHO,AYACUCHO,1,0
FE Y ALEGRÍA 25,LIMA,1,1
8170 CÉSAR VALLEJO,LIMA,1,1
MARTIR DANIEL ALCIDES CARRION 142,LIMA,1,0
LIBERTADOR SAN MARTIN INDEPENDECIA,LIMA,1,1
I.E 2031 VIRGEN DE FATIMA,LIMA,1,0
LOS NIÑOS DEL MILENIO,LIMA,1,0
GLORIOSO SAN CARLOS,PUNO,1,1
MARISCAL ANDRÉS AVELINO CACERES,LORETO,1,0
I.E. DANIEL ALOMIA ROBLES,LIMA,1,0
JONH F. KENNEDY,ICA,1,0
SACO OLIVERIOS,LIMA,1,1
I.E Nº 2025 INMACULADA CONCEPCIÓN,LIMA,1,0
LOS JAZMINES,CALLAO,1,0
COLEGIO COOPERATIVA AMÉRICA I.E 7101-623,LIMA,1,0
MONTEALTO,LIMA,1,0
DOMINGO FAUSTINO SARMIENTO,LIMA,1,1
I.E JOSE ANTONIO ENCINAS 3024,LIMA,1,1
PNP JUAN LINARES ROJAS,CALLAO,1,0
IEP LA FE DE MARIA,LIMA,1,0
MARIA REINA MARIANISTA,LIMA,1,1
S.A.M,LIMA,1,0
JOSÉ CARLOS MARÍATEGUI,LIMA,1,0
SACO OLIVEROS SEDE QUILCA,CALLAO,1,1
SOR ANA DE LOS ANGELES,CALLAO,1,0
CORAZON DE JESUS PIONEROS DE LA CIENCIA,LIMA,1,0
AUGUSTO SALAZAR BONDY,CAJAMARCA,1,1
PABLO PICASSO,LIMA,1,1
INNOVA,TACNA,1,1
SACO OLIVEROS SAN LUIS,LIMA,1,1
MANUEL GARCÍA CERRON,LIMA,1,0
SAN JOSÉ,LAMBAYEQUE,1,1
MI SAN MARTINCITO,LIMA,1,0
COLEGIO ALEXANDER VON HUMBOLDT,LIMA,1,0
PERUANO JAPONES 7213,LIMA,1,0
I.E. PNP SANTA ROSA DE LIMA 2001,LIMA,1,0
MANUEL SCORZA TORRES,LIMA,1,0
NOBEL,JUNIN,1,0
GUADALUPE NUEVA GENERACIÓN,CALLAO,1,0
I.E 3014 LEONCIO PRADO,LIMA,1,1
LOS PRÓCERES,LIMA,1,0
PERÚ BIRF,PUNO,1,0
1257 REINO UNIDO DE GRAN BRETAÑA,LIMA,1,0
INTITUCION EDUCATIVA ESTADOS UNIDOS UGEL 04,LIMA,1,0
COAR TACNA,TACNA,1,0
MI BUEN JESÚS,CALLAO,1,0
TRILCE HUANCAYO,JUNIN,1,1
7215 NACIONES UNIDAS,LIMA,1,0
COLEGIO SEÑOR DE CCOYLLORRITY,CUSCO,1,0
I.E.P NEWTON,JUNIN,1,1
I.E.P. PROLOG,LIMA,1,1
JOSÉ CARLOS MARIATEGUI 2048,LIMA,1,1
I.E. PEDRO RUIZ GALLO,LIMA,1,0
I.E CABO G.C TEODOSIO ESTEBAN FRANCO GARCÍA,ICA,1,0
I.E.P PACIFICO COLLEGUE,LIMA,1,0
SANTO TOMAS DE AQUINO LOS JARDINES,LIMA,1,0
LA LIBERTAD,LIMA,1,0
JOSE ANTONIO ENCINAS,AMAZONAS,1,0
COLEGIO MATEMATICO CADILLO,LIMA,1,0
CIRO ALEGRÍA BAZÁN,HUANCAVELICA,1,0
SACO OLIVEROS SISTEMA HELICOIDAL,LIMA,1,1
I.E SHUJI KITAMURA NRO 101,LIMA,1,0
5099 RICARDO PALMA,CALLAO,1,0
3045 JOSE CARLOS MARIATEGUI,LIMA,1,0
COLEGIO REAL AMERICAN SCHOOL,PUNO,1,0
3040 VEINTE DE ABRIL,LIMA,1,0
SANTA ROSA DE BARRANCO,LIMA,1,0
MICAELA BASTIDAS N°151,LIMA,1,0
GENES DE LOS OLIVOS,LIMA,1,1
I.E. ISOLINA CLOTET DE FERNANDINI,HUANCAVELICA,1,0
RAMITO VILLAVERDE LAZO,JUNIN,1,0
EDUCARE,LIMA,1,0
LUIS TORRES SALAZAR,ANCASH,1,0
VIRGEN DE LORETO,LORETO,1,0
SEÑOR DEL PERDÓN,LAMBAYEQUE,1,0
MARISCAL CÁCERES EL TRIUNFADOR,LIMA,1,1
SANTIAGO ANTUNEZ DE MAYOLO,ANCASH,1,1
00623,SAN MARTIN,1,0
JOSÉ SABOGAL WIESSE 00965,SAN MARTIN,1,0
SACO OLIVEROS,ICA,1,0
CRUZ SACO DE CIPRESES,LIMA,1,0
MARISCAL ANDRÉS AVELINO CÁCERES EL TRIUNFADOR,LIMA,1,0
BAUTISTA,UCAYALI,1,0
20902 TUPAC AMARU,LIMA,1,0
MONITOR HUSCAR,LIMA,1,0
6151 SAN LUIS GONZAGA,LIMA,1,0
IEP. ABRAHAM LINCOLN COLLEGE,LIMA,1,0
I.E.E. ISABEL LA CATÓLICA,LIMA,1,0
I.E REPUBLICA DE ARGENTINA N2050,LIMA,1,1
INSTITUCIÓN EDUCATIVA 3052,LIMA,1,0
IEP ASCENSIÓN SCHOOL UNICACHI,LIMA,1,0
VIRGEN DE FÁTIMA DE BARRANCO,LIMA,1,0
COLEGIO COLUMBIA,LIMA,1,0
VÍCTOR ANDRÉS BELAUNDE,LA LIBERTAD,1,0
86643 IE JEC SANTO TORIBIO,ANCASH,1,0
AUGUSTO WIESE,LIMA,1,0
10146464300020,LIMA,1,0
BENTHAM BREÑZ,LIMA,1,0
ANDEAN LIGHT SCHOOL,PUNO,1,0
COLEGIO MAYOR SECUNDARIO PRESIDENTE DEL PERÚ-CMSPP,LIMA,1,0
126 JAVIER PEREZ DE CUELLAR,LIMA,1,1
DIVINO MAESTRO CHORRILLOS,LIMA,1,0
2064 REPÚBLICA FEDERAL DE ALEMANIA,LIMA,1,0
UNIÓN LATINOAMERICANA,LIMA,1,0
COLEGIO ALBERTH EINSTEN,PUNO,1,1
NACIONES UNIDAS 7062,LIMA,1,0
INSTITUCIÓN EDUCATIVA 2022 SINCHI ROCA,LIMA,1,0
JOSÉ BAQUÍJANO Y CARRILLO,LIMA,1,0
FE Y ALEGRÍA N° 39,LIMA,1,0
I.E VIRGEN DOLOROSA,SAN MARTIN,1,1
MARCO PUENTE LLANOS,LIMA,1,0
PAMER GRAMADALES PUENTE PIEDRA,LIMA,1,0
VIRGEN DE FÁTIMA 5051,CALLAO,1,0
I.E.P ATUSPARIA,LIMA,1,0
I.E.P ALBORADA,LIMA,1,0
ENRIQUE PESTALOZZI,LIMA,1,0
SACO OLIVEROS SEDE OLIVOS,LIMA,1,0
I.E.P. NUESTRA SEÑORA DEL ROSARIO,LIMA,1,0
COLEGIO ADVENTISTA BELÉN,PUNO,1,0
PRESENTACION DE MARIA Nº41,LIMA,1,0
IE LEONCIO PRADO 3014,LIMA,1,0
INTERNACIONAL DEL PACIFICO,LIMA,1,1
CIENTÍFICO DEL NORTE,LIMA,1,0
COLEGIO PARTICULAR SANTA ISABEL DE HUNGRÍA,LIMA,1,0
JOSÉ CARLOS MARIATÉGUI,ICA,1,1
ANTHONY ZAMMITH,AYACUCHO,1,0
ROSA DE SANTA MARÍA-6088,LIMA,1,0
I.E.P ALBERT EINSTEIN,ANCASH,1,0
I E SINCHI ROCA 2022,LIMA,1,0
DORA MAYER DE ZULEN,LIMA,1,0
I.E. 7243 REY JUAN CARLOS DE BORBON,LIMA,1,1
TORIBIO DE LUZURIAGA Y MEJIA 132,LIMA,1,0
IE 20389 SAN GRACIANO,LIMA,1,0
DIVINO MAESTRO,PIURA,1,0
I.E RICARDO BENTIN,LIMA,1,0
MARIANO MELGAR MILLENIUM,LIMA,1,1
VÍCTOR ARIAS VICUÑA,PASCO,1,1
FRANCISCO IRAZOLA,JUNIN,1,0
ESCUELA MUNDIAL,PUNO,1,0
VIRGEN DE GUADALUPE - EL DESCANSO,LIMA,1,0
DE JESÚS DE PRO - LOS OLIVOS,LIMA,1,0
SAN MATEO HUANCHOR,LIMA,1,0
IE 1182 EL BOSQUE,LIMA,1,0
I.E.E. JOSÉ GRANDA,LIMA,1,0
TRINOMIO - JULIACA,PUNO,1,1
IEP INCA GARCILASO DE LA VEGA SJL,LIMA,1,0
COLEGIO FRANCO PERUANO,LIMA,1,0
LICEO NAVAL C. DE C. MANUEL CLAVERO MUGA,CALLAO,1,0
INNOVA SCHOOLS - COMAS EL RETABLO,LIMA,1,0
I.E P.N.P SANTA ROSA DE LIMA 2001,LIMA,1,0
DOMINGO SAVIO DE SAN MARTÍN,LIMA,1,1
COLEGIO DE JESUS DE PRO - LOS OLIVOS,LIMA,1,0
C.E.P. SAN JUAN BOSCO EIRL,JUNIN,1,0
0413,SAN MARTIN,1,0
MAX UHLE,LIMA,1,0
I.E COPRODELI AGUSTÍN DE HIPONA,CALLAO,1,0
UNION LATINOAMERICANO,LIMA,1,0
FRANCISCO DE ZELA,CALLAO,1,0
LA CATÓLICA HIGH SCHOOL,LIMA,1,0
IE.2026 SAN DIEGO,LIMA,1,0
VÍCTOR ANDRES BELAUNDE,LIMA,1,0
COLEGIOS PROLOG,ICA,1,1
I.E. APLICACIÓN SECUNDARIA,SAN MARTIN,1,0
I.E. RAMÓN CASTILLA,LIMA,1,1
IE 11538 PATIVILCA,LAMBAYEQUE,1,0
I.E 130 HEROES DEL CENEPA,LIMA,1,0
COAR CUSCO,AMAZONAS,1,1
COLEGIO DE ALTO RENDIMIENTO-LORETO,LORETO,1,0
COLEGIO COMERCIAL EL CENTENARIO,PUNO,1,0
FE Y ALEGRÍA N° 59 SANTA CRUZ,CALLAO,1,0
COLEGIO DE ALTO RENDIMIENTO DE LA LIBERTAD,LA LIBERTAD,1,0
NSTRA. SRA. DE COPACABANA,LIMA,1,0
COLEGIO ABRAHAM LINCOLN,JUNIN,1,1
SAN JUAN CATOLICO,LIMA,1,0
INMACULADO CORAZÓN DE MARÍA,LIMA,1,0
DIVINO JESUS,LIMA,1,0
COAR LIMA PROVINCIAS,PUNO,1,0
MANUEL ROBLES ALARCON N°120,LIMA,1,0
COAR LIMA METROPOLITANA,LIMA,1,0
I.E.P. LITERATO RICARDO PALMA,LIMA,1,0
I.E.N.3055 TUPAC AMARU,LIMA,1,1
JUAN LINARES ROJAS,LIMA,1,0
INMACULADA CONCEPCIÓN DE MARIA,LIMA,1,0
COAR,APURIMAC,1,1
SANTO DOMINGO DE MORO,ANCASH,1,0
JESUS EDUCADOR LAS TORRES,LIMA,1,0
COAR,LIMA,1,0
LEONCIO PRADO 7935,LIMA,1,0
JULIO C TELLO,LIMA,1,0
1275 LA FLORIDA,LIMA,1,0
ALFREDO BONIFAZ FONSECA,LIMA,1,0
FE Y ALEGRIA 1,LIMA,1,0
HUMECT MIRAVALLES,LIMA,1,0
SACO OLIVEROS SEDE PRO,LIMA,1,1
COLEGIO LA SALLE,PUNO,1,0
COLEGIO BLAS PASCAL,PUNO,1,0
ENRRIQUE GUZMAN Y VALLES,LORETO,1,0
IE PNP ALIPIO PONCE VASQUES,LIMA,1,0
I.E. 0082 LA CANTUTA,LIMA,1,0
I.E.PACIFICO,LIMA,1,0
IE 3055 TÚPAC AMARU,LIMA,1,0
3051-EL MILAGRO,LIMA,1,1
SAN BENITO DE PALERMO,LIMA,1,0
I.E 5282 SEÑOR DE LOS MILAGROS,LIMA,1,0
ALMIRANTE MIGUEL GRAU 2066,LIMA,1,0
JUAN ZACARIAS MONTENEGRO,CAJAMARCA,1,1
I.E. JOSÉ CARLOS MARIÁTEGUI,LIMA,1,0
3095 PERÚ KAWACHI LOS OLIVOS,LIMA,1,0
COLEGIO NACIONAL CHAVÍN DE PARIARCA,HUANUCO,1,1
DANIEL ALCIDES CARRIÓN 0090,LIMA,1,0
MARISCAL ELOY GASPAR URETA,LIMA,1,0
MIRAFLORES SCHOOL,LIMA,1,0
NEW SCHOOL,LIMA,1,0
I.E SAN JUAN,LIMA,1,0
I.E. SCIPIÓN E. LLONA,LIMA,1,1
GENERALÍSIMO DON JOSÉ DE SAN MARTÍN,LIMA,1,0
I.E.FELIX ROMAN TELLO ROJAS,LIMA,1,0
NUEVO MUNDO,LIMA,1,0
DANTE ALIGHIERI,LIMA,1,1
TRILCE SANTA ANITA,AMAZONAS,1,0
I.E. 2063 CORONEL JOSE FELIX BOGADO,LIMA,1,0
LOS INGENIEROS -PUNTA NEGRA,LIMA,1,0
SAINT PATRICK,LIMA,1,0
JACK GOLDFARB,LIMA,1,1
INNOVA SCHOOLS SANTO TORIBIO,LIMA,1,1
JESUS SALVADOR,LIMA,1,0
JUAN PABLO II,CAJAMARCA,1,0
I.E BENJAMIN FRANKLIN,LIMA,1,0
CEBA-SACO OLIVEROS,LIMA,1,1
HONORES OQUENDO,CALLAO,1,1
I.E 5085 RAMIRO PRIALÉ PRIALÉ,CALLAO,1,1
COLEGIO BETHEL CHRISTIAN SCHOOL,PUNO,1,0
2 DE MAYO,CALLAO,1,0
BEATA ANA MARIA JAVOHUEY,CALLAO,1,1
SAN LUIS GONZAGA 6151,LIMA,1,0
I.E NUESTRA SEÑORA DEL CARMEN,LIMA,1,0
IEE 1070 MELITÓN CARVAJAL,LIMA,1,0
I.E.P. GUADALUPE,CUSCO,1,1
IZAGUIRRE DE ARIEL,LIMA,1,0
I.E. N°3720 NUESTRA SEÑORA DE LA MISERICORDIA,CALLAO,1,1
JEAN PIAGET,ICA,1,0
IE 1137 JOSÉ ANTONIO ENCINAS,LIMA,1,0
MATHER PURÍSIMA,LIMA,1,0
IE SAN JUAN BAUTISTA,PASCO,1,0
I.E.P. SAN JOSE,CUSCO,1,0
SAN MARTÍN DE PORRES,LORETO,1,1
I.E.P. SAN ISIDRO,LIMA,1,0
LA REPARACIÓN,LIMA,1,0
PNP JUAN LINARES ROJAS,LIMA,1,0
BARTON DE COMAS,LIMA,1,0
GERONIMO CAFFERATTA MARAZZI,LIMA,1,0
AUGUSTO SALAZAR BONDY 2023,LIMA,1,0
I.E.P NUESTRA SEÑORA DE LA ASUNCIÓN,LIMA,1,1
COLEGIO GREGOR MENDEL,PUNO,1,0
I.E. PARROQUIAL SAN ANTONIO DE PADUA,LIMA,1,1
6047 JOSE MARIA ARGUEDAS,LIMA,1,1
I.E. ALFONSO UGARTE - PAUCARTAMBO - PASCO,PASCO,1,0
HORACIO ZEBALLOS GAMES,PUNO,1,0
NUESTRA SEÑORA DE GUÍA,LIMA,1,0
COLEGIO BERTOLT BRECHT,LIMA,1,0
NUESTRA SEÑORA DE LA RECONCILIACION,LIMA,1,1
SANTO DOMINGO,CALLAO,1,0
CORONELA CORTEGANA,CAJAMARCA,1,0
TRILCE SA,LIMA,1,1
I.E.E. MELITÓN CARVAJAL,LIMA,1,1
DON JOSE DE SAN MARTIN,LIMA,1,0
MARIA REYNA DE LA PAZ,LIMA,1,0
FE Y ALEGRIA 13,LIMA,1,0
REPÚBLICA DE BOLIVIA - PERÚ BIRF,LIMA,1,0
CAPITAN MARCELINO VALEVERDE SOLORZANO,ANCASH,1,0
TRILCE CEDE CALLAO,CALLAO,1,0
IEP ANTON COLLEGE,CALLAO,1,0
FERMIN PABLO COZ MARTEL,HUANUCO,1,0
SAN PEDRO,LIMA,1,0
IEP PROLOG SAN JUAN DE MIRAFLORES,LIMA,1,1
SANTO DOMINGO DE GUZMÁN - LAS FLORES,LIMA,1,0
IEP LEONARD EULER,LIMA,1,0
CRUZ SACO DE GIRASOLES,LIMA,1,1
SATELITE PRIMAVERAL,ICA,1,0
ALFRED NOVEL,AMAZONAS,1,0
CIRCULO A1,LIMA,1,0
COLEGIO APLICACION DE UANCV,PUNO,1,0
LOS MILAGROS,LIMA,1,0
SANTA LUISA DE MARILLAC,LIMA,1,0
SATÉLITE PRIMAVERAL,ICA,1,0
BARCIA BONIFFATTI,LIMA,1,0
I.E REPÚBLICA DE JAPON,LIMA,1,0
COLEGIO PEDRO KALBERMATTER,PUNO,1,0
G.U.E JOSE ANTONIO ENCINAS,PUNO,1,0
IEP LOS INGENIEROS DE LOS CEDROS,LIMA,1,1
PLAMAS RELASES,LIMA,1,1
MATER PURÍSIMA,LIMA,1,1
SANTA MARÍA EUFRASIA,LIMA,1,0
IE JESUS DE NAZARET,LIMA,1,0
RAMIRO PRIALE PRIALE,CAJAMARCA,1,0
IEP MARISCAL TORIBIO LUZURIAGA,LIMA,1,0
GLORIOSO COLEGIO NACIONAL DE CIENCIAS,CUSCO,1,0
UNIO BELLAVISTA,LIMA,1,0
I.E. TÚPAC AMARU,LIMA,1,0
MANUEL SCORZA TORRE,LIMA,1,0
SACO OLIVEROS - COCALENOS,LIMA,1,1
FE Y ALEGRÍA,ICA,1,0
IEP. PALMER SCHOOL,LIMA,1,0
JOHN NAPIER,LIMA,1,0
CORONEL JUAN VALER SANDOVAL 6093,LIMA,1,0
I.E.P. ELITE SCHOOL,LIMA,1,0
VIRGEN DE ROSARIO,LIMA,1,0
HUACA DE ORO 3091,LIMA,1,0
SANTISIMO SACRAMENTO,LIMA,1,0
IE LOS INKAS,LIMA,1,0
I.E. SOR ANA DE LOS ANGELES,CALLAO,1,0
COLEGIO LA UNIÓN,LIMA,1,0
I.E REPÚBLICA DEL ECUADOR,LIMA,1,1
3721 SANTA ROSA - ANCON,LIMA,1,0
COLEGIO ADVIENTO DE MIRAFLORES,LIMA,1,0
PAMER PUENTE PIEDRA 2,LIMA,1,0
IEP VIRGEN DE VÍRGENES,LIMA,1,0
INSTITUCIÓN EDUCATIVA 7050 NICANOR RIVERA CÁCERES,LIMA,1,0
CARLOS NORIEGA JIMENEZ,JUNIN,1,0
I.E. ALFREDO REBAZ ACOSTA,LIMA,1,1
I.E ESTHER CACERES SALGADO,LIMA,1,0
PAMER BRASIL,LIMA,1,1
MATEMÁTICO CATOLICO SAN JUAN,LIMA,1,0
I.E NUESTRA SEÑORA DE GUADALUPE,LIMA,1,0
TRILENIUM PRE-UNI,JUNIN,1,1
INSTITUCION EDUCATIVA PRIVADA FEDERICO VILLARREAL,LIMA,1,0
I.E.E. JOSÉ MARÍA EGUREN BARRANCO,LIMA,1,1
I.E.P. ALFONSO UGARTE - HUAYCÁN,LIMA,1,0
I.E.P. JUAN XXIII,LIMA,1,0
MARÍA ASUNCIÓN GALINDO JULI,PUNO,1,0
PROYECTO INTEGRAL CHAVARRIA,LIMA,1,0
SIMÓN BOLÍVAR,HUANCAVELICA,1,0
TOMÁS ARIETA CRUZ,LIMA,1,0
SANTA LUISA DE MARILLAC II,LIMA,1,1
SAN ANTONIO MARIA CLARET,JUNIN,1,1
I.E. 143 SOLIDARIDAD II,LIMA,1,0
I E MANUEL SCORZA TORRES,LIMA,1,0
IEP LA PONTIFICIA,LIMA,1,1
COLEGIO PITÁGORAS,LIMA,1,0
20 DE ENERO,PUNO,1,0
JHON F. K.,LIMA,1,0
SHOPIANO,CALLAO,1,0
INNOVA SCHOOLS - EL PARQUE,LIMA,1,1
SANTA ROSA,LIMA,1,0
I.E. LA VERDAD,CUSCO,1,0
RICARDO PALMA,PUNO,1,0
COLEGIO TRILCE MARSANO,LIMA,1,0
ALBERT EISTEIN,PUNO,1,0
COMANDANTE LEONCIO MARTINEZ VEREAU,CAJAMARCA,1,0
SANTO DOMINGO EL APÓSTOL,LIMA,1,1
COLEGIO CRUZACO,LIMA,1,0
SAN AGUSTÍN,AMAZONAS,1,1
I.E.P. SANTA ÁNGELA,LIMA,1,0
2081 PERÚ-SUIZA,LIMA,1,1
CMSPP,LIMA,1,1
MARÍA DE LOS ÁNGELES 3070,LIMA,1,0
ALMIRANTE MIGUEL GRAU N°2066,LIMA,1,0
SANTIAGO ANTUNEZ DE MAYOLO 3048,LIMA,1,1
IEPQ MARIA DE LA PROVIDENCIA,LIMA,1,0
I.E SANTA EDELMIRA,LIMA,1,0
SANTIAGO ANTUNEZ DE MAYOLO,LIMA,1,0
EVARISTE GAOIS,LIMA,1,0
JOSE JIMENEZ BORJA,LIMA,1,0
AMERICANO,LIMA,1,0
CRUZ SACO SALAVERRY,LIMA,1,0
I.E.P. PÍO SAROBE,JUNIN,1,1
RICOLETA,LIMA,1,0
COLEGIO PROLOG-CHINCHA,ICA,1,0
SANTA ANA,CUSCO,1,1
MONTE CARMELO PRIVATE SCHOOL,LIMA,1,0
SAN AGUSTIN CHORRILLOS,LIMA,1,0
RAMÓN CASTILLA SCHOOL,LIMA,1,0
INCA PACHACUTEC N 2094,LIMA,1,0
HÉROES DEL CENEPE,LIMA,1,1
AMAUTA 50276,CUSCO,1,0
ROSA DE SANTA MARÍA 6088,LIMA,1,0
FE Y ALEGRÍA 1,LIMA,1,0
2027 JOSE MARÍA ARGUEDAS,LIMA,1,0
I.E MARIO FLORIAN,LIMA,1,0
I.E.P BLAS PASCAL,CALLAO,1,1
ANTON COLLAGE,CALLAO,1,0
SAN FRANCISCO DE ASIS 1208,LIMA,1,0
IE CAPITÁN FAP JOSÉ ABELARDO QUIÑONES GONZALES,LIMA,1,0
ELENA DE SANTA MARIA,PUNO,1,0
AURELIO CARDENAS,HUANUCO,1,0
PRISMA DEL NORTE,LIMA,1,0
INGENIERIA DE CARMELITAS,LIMA,1,0
LA VEDAD,CUSCO,1,0
YAMAGUCHI,LIMA,1,0
I.E. IBEROAMERICA,JUNIN,1,0
IEP 7707 CRISTO REY,LIMA,1,0
JORGE PORTOCARRERO REBAZA,LIMA,1,0
LICEO SANTO DOMINGO EL PINAR,LIMA,1,1
COLEGIO PROLOG,LIMA,1,0
COLEGIO EL COMERCIO 32,PUNO,1,0
MANUEL SCORZA TORRES 2032,LIMA,1,0
JOSE INGENIEROS,LIMA,1,0
LOS PROCERES IE 6082,LIMA,1,0
INSTITUCIÓN EDUCATIVA TÉCNICA 7 DE ENERO,AMAZONAS,1,0
JOSE GALVEZ BARRENECHEA,JUNIN,1,0
LAS BRISAS DE VILLA N7076,LIMA,1,0
HORACIO ZEVALLOS GAMEZ,CAJAMARCA,1,0
FE Y ALEGRÍA N° 3,LIMA,1,0
JOHANES GUTENBERG,LIMA,1,0
NUESTRA SEÑORA DE LA VISITACION,LIMA,1,0
ALFRED NOBEL,ANCASH,1,1
INSTITUCIÓN EDUCATIVA EMBLEMÁTICO JOSÉ GRANDA,LIMA,1,0
INSTITUCION EDUCATIVA PARTICULAR PITAGORAS,JUNIN,1,0
I.E.P INCA GARCILAZO DE LA VEGA,LIMA,1,1
I.E N°72 SAN MARTIN DE PORRES,LIMA,1,0
COLEGIO DE ALTO RENDIMIENTO PUNO,PUNO,1,0
I.E. JUANA MORENO,HUANUCO,1,0
JUAN ESPINOSA MEDRANO,APURIMAC,1,0
INSTITUCIÓN EDUCATIVA PRIVADA VIRGEN DE CHAPI,ICA,1,0
SAGRADO CORAZÓN DE MARÍA,CALLAO,1,0
ROSENTHAL DE LA PUENTE,LIMA,1,0
0336495,LIMA,1,1
5135 LA SALLE,CALLAO,1,0
AVANT GARD LIMA-SUR,LIMA,1,0
HONORES DEL RETABLO,LIMA,1,0
VON NEUMANN,HUANUCO,1,1
109 IMC,LIMA,1,0
LIBERTADOR SIMÓN BOLIVAR 5124,CALLAO,1,0
I.E.P GRAN HUASCARÁN,ANCASH,1,0
LATINO CHUPACA,JUNIN,1,1
EL PACIFICO,LIMA,1,0
7041 VIRGEN DE LA MERCED,LIMA,1,0
JOSÉ CARLOS MARIATEGUI IE 1262,LIMA,1,0
5174 JUAN PABLO II,LIMA,1,0
INSTITUCION EDUCATIVA PROYECTO INTEGRAL CHAVARRIA,LIMA,1,0
ENRIQUE LOPEZ ALBUJAR,HUANUCO,1,0
COLEGIO SAN MIGUEL ARCANGEL,LIMA,1,0
COLEGIOS MIGUEL GRAU SEMINARIO,LIMA,1,1
HONORES HÉLICE,LIMA,1,0
COLEGIO TOMAS ALVA EDISON,LIMA,1,0
DIEGO FERRE,LAMBAYEQUE,1,0
UNIÓN Y PORVENIR,CALLAO,1,0
INGENIERIA DEL ESTE,LIMA,1,0
SANTA URSULA DE NZAR,LIMA,1,0
IEPEC SANTA ISABEL,JUNIN,1,1
GRUPO CIENTÍFICO,LIMA,1,0
MATER DEI,LIMA,1,0
5125 CASUARINAS,CALLAO,1,1
IE.HIPOLITO UNANUE,LIMA,1,1
VIRGEN DEL CAMEN,LIMA,1,0
INTEGRA COLLEGE,LIMA,1,1
SAN PEDRO CHANEL,PIURA,1,0
SAN JOSE DE MONTERRICO,LIMA,1,0
CHUCAHUACAS,PUNO,1,0
SANTA ANGELA MERICI,CALLAO,1,0
COLEGIO ADVENTISTA BELEN,PUNO,1,0
I.E.P REGINA PACIS,CALLAO,1,0
NACIONES UNIDAS 5094,CALLAO,1,1
MARÍA PARADO DE BELLIDO,LIMA,1,0
FRANCISCO BOLOGNESI 6064,LIMA,1,0
CLÁUDIO GALENO,PUNO,1,1
30910 HUACA DE ORO,LIMA,1,0
SCHILLER GOETHE,LIMA,1,1
COLEGIO PAMER,PUNO,1,0
0326,SAN MARTIN,1,0
AUGUSTO SALAZAR BONDY 4015,CALLAO,1,0
COLEGIO SAN MARTIN,PUNO,1,0
LEONARDO DE VINCI,LIMA,1,0
MANUEL TOBIAS GARCÍA CERRÓN N° 3071,LIMA,1,0
NUESTRA SEÑORA DE FATIMA AMPARAES,CUSCO,1,0
ANDEAN LIGHT,PUNO,1,0
ÁGORA,HUANCAVELICA,1,1
IE MERCEDES CABELLO DE CARBONERA,LIMA,1,1
JOSÉ CARLOS MARIÁTEGUI LA CHIRA,SAN MARTIN,1,0
CEP SALESIANO SANTA ROSA,JUNIN,1,0
